,name,rating,review,company_type,Head_Quarters,Company_Age,No_of_Employee
3969,Synophic Systems,3.6,(97 Reviews),Private,"Cupertino,California + 22 more",20 years old,201-500 employees (Global)
3970,Daebu Automotive S...,3.7,(97 Reviews),Private,"Chennai,Tamil Nadu + 3 more",15 years old,201-500 employees (Global)
3971,Jaiprakash Power V...,3.9,(97 Reviews),Public,Noida + 8 more,27 years old,5k-10k employees (Global)
3972,Eastman Auto & Pow...,3.4,(97 Reviews),Public,"Gurgaon/Gurugram,Haryana + 16 more",19 years old,1k-5k employees (Global)
3973,Sushima Pharmaceut...,4.7,(97 Reviews),Ghaziabad + 13 more,1k-5k employees (Global),,
3974,Supr Daily,3.4,(97 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 17 more",6 years old,501-1k employees (Global)
3975,KEM Hospital,4.1,(97 Reviews),Private,Mumbai + 1 more,95 years old,501-1k employees (Global)
3976,SSF PLASTICS,3.8,(97 Reviews),Private,"Mumbai,Maharashtra + 9 more",15 years old,201-500 employees (Global)
3977,Sagar Hospital,4.0,(97 Reviews),"Bangalore/Bengaluru,Karnataka + 4 more",19 years old,1k-5k employees (Global),
3978,Appco Group,3.1,(97 Reviews),Private,Kuala Lumpur + 13 more,26 years old,501-1k employees (Global)
3979,Aptean,3.5,(97 Reviews),Private,"Alpharetta,Georgia",23 years old,1k-5k employees (Global)
3980,Hyderabad Industri...,4.3,(97 Reviews),Private,Hyderabad + 21 more,75 years old,1k-5k employees (Global)
3981,Marksans Pharma,3.2,(97 Reviews),Public,"Mumbai,Maharashtra + 5 more",29 years old,1k-5k employees (Global)
3982,ITC Limited Foods ...,4.1,(97 Reviews),Kolkata + 20 more,111 years old,10k-50k employees (Global),
3983,Funlabtech,4.3,(97 Reviews),Gurgaon/Gurugram + 4 more,201-500 employees (Global),,
3984,Saregama India,3.3,(96 Reviews),Public,"Kolkata,West Bengal + 23 more",120 years old,201-500 employees (Global)
3985,NIELIT,3.8,(96 Reviews),Private,New Delhi + 27 more,27 years old,1k-5k employees (Global)
3986,Leayan Global,4.1,(96 Reviews),Private,"Kanpur,Uttar Pradesh + 19 more",16 years old,1k-5k employees (Global)
3987,Goibibo,4.1,(96 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",14 years old,501-1k employees (Global)
3988,Century Enka,4.4,(96 Reviews),Public,Pune + 4 more,56 years old,1k-5k employees (Global)
3989,Borosil Glass Work...,3.7,(96 Reviews),Public,"Mumbai,Maharashtra + 11 more",59 years old,1k-5k employees (Global)
3990,Escorts Constructi...,3.9,(96 Reviews),Public,"Faridabad,Haryana + 19 more",51 years old,5k-10k employees (Global)
3991,State Street Globa...,3.6,(96 Reviews),Private,"Boston,Massachusetts + 3 more",43 years old,1k-5k employees (Global)
3992,Technicolor,4.2,(96 Reviews),Private,Paris + 4 more,128 years old,10k-50k employees (Global)
3993,Hidesign,3.8,(96 Reviews),Private,"Pondicherry/Puducherry,Tamil Nadu + 19 more",43 years old,501-1k employees (Global)
3994,Suven Life Science...,4.0,(96 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 4 more",32 years old,1k-5k employees (Global)
3995,AGC Networks,3.9,(96 Reviews),Public,Mumbai + 11 more,35 years old,1k-5k employees (Global)
3996,Rittal,4.0,(96 Reviews),Private,Herborn + 9 more,26 years old,10k-50k employees (Global)
3997,ICICI Direct,3.9,(96 Reviews),Private,Mumbai + 39 more,26 years old,501-1k employees (Global)
3998,Aneja Associates,3.4,(96 Reviews),Private,"Mumbai,Maharashtra + 6 more",40 years old,201-500 employees (Global)
3999,SALESFORCE,4.1,(96 Reviews),"San Francisco,California + 9 more",22 years old,1k-5k employees (India),
4000,Doshion,2.6,(96 Reviews),Private,Ahmedabad + 6 more,43 years old,1-10 employees (India)
4001,InKnowTech,3.2,(96 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",19 years old,501-1k employees (Global)
4002,Kinapse,4.2,(96 Reviews),Private,Farnborough + 2 more,16 years old,501-1k employees (Global)
4003,Securitrans India,3.9,(96 Reviews),Private,"Delhi/NCR,Delhi + 31 more",35 years old,1k-5k employees (Global)
4004,Philips Innovation...,4.2,(96 Reviews),Amsterdam + 3 more,23 years old,1k-5k employees (Global),
4005,Synergies Castings,3.5,(96 Reviews),"Visakhapatnam/Vizag,Andhra Pradesh + 2 more",22 years old,201-500 employees (Global),
4006,Roulunds Braking,3.5,(96 Reviews),Private,Odense + 2 more,285 years old,1k-5k employees (Global)
4007,Gold Plus Glass,3.4,(96 Reviews),Private,"Delhi/NCR,Delhi + 6 more",36 years old,1k-5k employees (Global)
4008,Government Medical...,4.3,(96 Reviews),Kottayam + 34 more,51-200 employees (Global),,
4009,GVK Group,4.0,(96 Reviews),Public,Hyderabad + 15 more,29 years old,10k-50k employees (India)
4010,Maahi Milk Produce...,4.1,(96 Reviews),"Rajkot,Gujarat + 12 more",9 years old,501-1k employees (Global),
4011,ACN Health care,3.6,(96 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",10 years old,1k-5k employees (Global)
4012,Adlabs Imagica,4.1,(96 Reviews),Private,"Mumbai,Maharashtra + 4 more",11 years old,1k-5k employees (Global)
4013,KPR Mill,4.3,(96 Reviews),Public,"Coimbatore,Tamil Nadu + 8 more",37 years old,10k-50k employees (Global)
4014,S G Encon,3.6,(96 Reviews),Private,Panchkula + 19 more,13 years old,501-1k employees (Global)
4015,Gates,3.5,(96 Reviews),Private,Denver + 6 more,26 years old,10k-50k employees (Global)
4016,Red FM 93.5,4.0,(96 Reviews),Public,"Delhi/NCR,Delhi + 38 more",19 years old,501-1k employees (Global)
4017,Equate Petrochemi...,4.5,(96 Reviews),Ahmadi + 6 more,26 years old,1k-5k employees (Global),
4018,Adlabs Imagica,4.1,(96 Reviews),Private,"Mumbai,Maharashtra + 4 more",11 years old,1k-5k employees (Global)
4019,KPR Mill,4.3,(96 Reviews),Public,"Coimbatore,Tamil Nadu + 8 more",37 years old,10k-50k employees (Global)
4020,Indo Amines,3.4,(96 Reviews),Public,"Thane,Maharashtra + 4 more",42 years old,201-500 employees (Global)
4021,Gold Plus Glass,3.4,(96 Reviews),Private,"Delhi/NCR,Delhi + 6 more",36 years old,1k-5k employees (Global)
4022,Glenmark Life Scie...,4.0,(96 Reviews),Public,Mumbai + 7 more,44 years old,1k-5k employees (Global)
4023,DEC Infra,3.4,(96 Reviews),Hyderabad + 8 more,53 years old,51-200 employees (Global),
4024,Ozone Pharmaceutic...,3.7,(95 Reviews),Private,New Delhi + 12 more,30 years old,1k-5k employees (Global)
4025,Prothious Engineer...,4.0,(95 Reviews),Private,"Mumbai,Maharashtra + 4 more",16 years old,1k-5k employees (Global)
4026,TALENTEDGE,3.0,(95 Reviews),Private,Gurgaon + 8 more,9 years old,201-500 employees (Global)
4027,Unilog Content Sol...,3.9,(95 Reviews),Private,"Wayne,Pennsylvania + 1 more",23 years old,501-1k employees (Global)
4028,Duroshox,3.4,(95 Reviews),Private,Pune,34 years old,501-1k employees (Global)
4029,SOPAN,4.3,(95 Reviews),Private,"Pune,Maharashtra + 16 more",20 years old,501-1k employees (Global)
4030,Spectranet,4.1,(95 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",21 years old,501-1k employees (Global)
4031,UnitedHealthcare P...,4.0,(95 Reviews),Minnesota + 8 more,44 years old,1 Lakh+ employees (Global),
4032,Excel Crop Care,4.3,(95 Reviews),Public,"Mumbai,Maharashtra + 14 more",57 years old,1k-5k employees (Global)
4033,Podar Jumbo Kids,4.1,(95 Reviews),Private,Mumbai + 23 more,94 years old,5k-10k employees (Global)
4034,Quadlabs Technolog...,4.6,(95 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",15 years old,51-200 employees (Global)
4035,Rashtriya Chemical...,4.4,(95 Reviews),Private,"Mumbai,Maharashtra + 12 more",54 years old,1k-5k employees (Global)
4036,Ramee Group of Hot...,3.4,(95 Reviews),Private,Dubai + 6 more,36 years old,5k-10k employees (Global)
4037,Zamil Steel Buildi...,4.4,(95 Reviews),Private,"Pune,Maharashtra + 11 more",13 years old,501-1k employees (Global)
4038,India Power Corpor...,3.5,(95 Reviews),Public,"Kolkata,West Bengal + 5 more",102 years old,201-500 employees (India)
4039,Autocomp Corporati...,3.6,(95 Reviews),Private,"Pune,Maharashtra + 4 more",38 years old,201-500 employees (Global)
4040,SOS Children's Vil...,3.8,(95 Reviews),Private,Imst + 25 more,72 years old,1k-5k employees (India)
4041,OneAssist Consumer...,3.7,(95 Reviews),Private,Mumbai + 19 more,10 years old,201-500 employees (India)
4042,Peninsula Land,3.8,(95 Reviews),Public,Mumbai + 6 more,24 years old,201-500 employees (Global)
4043,Bigstep Technologi...,4.7,(95 Reviews),Private,"Gurgaon/Gurugram,Haryana",13 years old,51-200 employees (India)
4044,HUDL,3.4,(95 Reviews),Private,Lincoln + 5 more,15 years old,501-1k employees (India)
4045,OnePlus,3.9,(95 Reviews),Public,"Shenzhen,Guangdong + 23 more",8 years old,501-1k employees (India)
4046,Kapil Chit Funds,4.1,(95 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 31 more",40 years old,10k-50k employees (Global)
4047,Msc Cruises,4.5,(95 Reviews),Geneva + 6 more,33 years old,501-1k employees (India),
4048,Ubisoft Entertainm...,4.0,(95 Reviews),Private,Montreuil + 1 more,13 years old,10k-50k employees (Global)
4049,E-meditek Tpa Serv...,3.6,(95 Reviews),Private,Gurgaon + 17 more,21 years old,501-1k employees (Global)
4050,Indo Rama Syntheti...,3.8,(95 Reviews),Public,"Gurgaon/Gurugram,Haryana + 7 more",35 years old,1k-5k employees (Global)
4051,Gujarat Alkalies &...,4.5,(95 Reviews),"Bharuch,Gujarat + 3 more",48 years old,1k-5k employees (Global),
4052,National Sample Su...,3.5,(95 Reviews),New Delhi + 45 more,71 years old,201-500 employees (Global),
4053,Ford Business Serv...,4.4,(95 Reviews),Chennai + 5 more,23 years old,201-500 employees (Global),
4054,Reecomps Teleservi...,3.8,(95 Reviews),Private,Allahabad + 20 more,23 years old,1k-5k employees (Global)
4055,GSPANN Technologie...,3.6,(95 Reviews),Private,"Milpitas,California + 3 more",17 years old,201-500 employees (India)
4056,Porter,4.0,(95 Reviews),Private,Bangalore + 12 more,7 years old,501-1k employees (India)
4057,SynapseIndia,4.1,(94 Reviews),Private,Noida,21 years old,201-500 employees (India)
4058,Neosym Industry,3.9,(94 Reviews),Private,"Pune,Maharashtra + 3 more",89 years old,10k-50k employees (Global)
4059,Xplore-Tech Servic...,2.7,(94 Reviews),Private,"Kolkata,West Bengal",17 years old,51-200 employees (Global)
4060,Kanakia Spaces,3.5,(94 Reviews),Private,"Mumbai,Maharashtra",35 years old,501-1k employees (Global)
4061,Indium Software,4.3,(94 Reviews),Private,"Cupertino,California + 2 more",22 years old,1k-5k employees (Global)
4062,G7 CR Technologies,3.2,(94 Reviews),Private,Bangalore + 1 more,9 years old,51-200 employees (Global)
4063,Hitachi Home & Lif...,3.9,(94 Reviews),Private,Kadi + 21 more,37 years old,1 Lakh+ employees (Global)
4064,Corporation Bank,4.3,(94 Reviews),Public,"Mangaluru/Mangalore,Karnataka + 33 more",115 years old,10k-50k employees (Global)
4065,Banaras Hindu Univ...,4.3,(94 Reviews),Private,"Varanasi/Benaras,Uttar Pradesh + 11 more",105 years old,5k-10k employees (Global)
4066,Dynamatic Technolo...,3.4,(94 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 3 more",48 years old,1k-5k employees (Global)
4067,Hindustan Media Ve...,4.2,(94 Reviews),Public,"Delhi/NCR,Delhi + 25 more",103 years old,10k-50k employees (Global)
4068,CQRA,4.0,(94 Reviews),Private,"Pune,Maharashtra + 12 more",17 years old,501-1k employees (Global)
4069,Ring Plus Aqua,3.8,(94 Reviews),Public,Thane + 5 more,24 years old,1k-5k employees (Global)
4070,Cashpor Micro Cred...,4.1,(94 Reviews),Varanasi + 16 more,19 years old,1k-5k employees (Global),
4071,ICPA Health Produc...,4.1,(94 Reviews),"Mumbai,Maharashtra + 19 more",38 years old,501-1k employees (Global),
4072,Gruh Finance,4.4,(94 Reviews),Public,"Ahmedabad,Gujarat + 44 more",33 years old,501-1k employees (Global)
4073,Polyhose,3.8,(94 Reviews),"Chennai,Tamil Nadu + 6 more",25 years old,1k-5k employees (Global),
4074,Miraj Group,4.0,(94 Reviews),Private,"Nathdwara,Rajasthan + 12 more",34 years old,201-500 employees (Global)
4075,Shipco Transport,3.5,(94 Reviews),"Hoboken,New Jersery + 1 more",33 years old,1k-5k employees (Global),
4076,BPO+,3.6,(94 Reviews),Private,Doha + 30 more,16 years old,501-1k employees (Global)
4077,Coslight India Tel...,3.9,(94 Reviews),Private,"Gurgaon/Gurugram,Haryana + 22 more",14 years old,201-500 employees (Global)
4078,StoreKing,3.5,(94 Reviews),Bangalore + 15 more,9 years old,201-500 employees (India),
4079,Keppel Offshore & ...,4.2,(94 Reviews),Private,Mumbai + 11 more,19 years old,1k-5k employees (Global)
4080,Terex,4.0,(94 Reviews),Private,"Westport,Connecticut + 14 more",88 years old,50k-1 Lakh employees (Global)
4081,Fabtech Projects &...,4.1,(94 Reviews),Private,"Pune,Maharashtra + 6 more",29 years old,501-1k employees (Global)
4082,Makino,4.2,(94 Reviews),Private,Mason + 12 more,84 years old,1k-5k employees (Global)
4083,Chemtrols Industri...,4.0,(94 Reviews),Private,"Mumbai,Maharashtra + 15 more",46 years old,501-1k employees (Global)
4084,Trelleborg,4.2,(94 Reviews),Private,"Trelleborg,Baden-Württemberg + 4 more",69 years old,10k-50k employees (Global)
4085,Red Bull,4.3,(94 Reviews),Private,Fuschl + 23 more,34 years old,10k-50k employees (Global)
4086,Gulbrandsen,4.4,(94 Reviews),Private,"Vadodara/Baroda,Gujarat + 6 more",18 years old,501-1k employees (Global)
4087,Titan Engineering ...,4.3,(94 Reviews),Private,Hosur + 2 more,27 years old,501-1k employees (Global)
4088,TI METAL FORMING,3.7,(94 Reviews),"Chennai,Tamil Nadu + 6 more",56 years old,1k-5k employees (Global),
4089,Nidec,3.9,(94 Reviews),Private,Kyoto + 10 more,48 years old,1k-5k employees (Global)
4090,Ang India,3.8,(94 Reviews),"Noida,Uttar Pradesh + 19 more",43 years old,201-500 employees (Global),
4091,Deen Dayal Upadhya...,4.3,(94 Reviews),Public,New Delhi + 41 more,7 years old,201-500 employees (Global)
4092,Orchid Pharma,4.0,(94 Reviews),Public,Chennai + 4 more,29 years old,1k-5k employees (Global)
4093,Balaji Wafers,4.4,(94 Reviews),"Rajkot,Gujrat + 12 more",37 years old,1k-5k employees (Global),
4094,Netenrich Technolo...,3.8,(94 Reviews),"San Jose,California + 3 more",17 years old,501-1k employees (Global),
4095,HDFC Credila Finan...,4.5,(94 Reviews),Private,"Mumbai,Maharashtra + 17 more",15 years old,201-500 employees (Global)
4096,Calibehr Business ...,3.7,(94 Reviews),Mumbai + 28 more,15 years old,10k-50k employees (Global),
4097,Aditya Birla SunLi...,4.0,(94 Reviews),Partnership,Mumbai + 34 more,27 years old,10k+ employees (Global)
4098,Pacific Cyber Tech...,3.6,(94 Reviews),Mumbai + 3 more,6 years old,1k-5k employees (Global),
4099,The Mission Hospit...,4.1,(94 Reviews),Private,"Durgapur,West Bengal + 12 more",13 years old,1k-5k employees (Global)
4100,Ajax Fiori Enginee...,4.0,(94 Reviews),Private,Bengaluru + 21 more,29 years old,1k-5k employees (Global)
4101,Vcs Quality Servic...,4.3,(94 Reviews),"Mumbai,Maharashtra + 19 more",19 years old,501-1k employees (Global),
4102,iB Hubs,4.7,(94 Reviews),Private,Gurgaon + 3 more,5 years old,501-1k employees (India)
4103,Gaja Engineering,4.4,(94 Reviews),Private,Hyderabad + 8 more,10 years old,201-500 employees (Global)
4104,Hitachi Automotive...,4.1,(94 Reviews),Tokyo + 2 more,12 years old,1 Lakh+ employees (Global),
4105,Nabard Financial S...,4.1,(94 Reviews),Public,Bengaluru + 50 more,12 years old,1k-5k employees (Global)
4106,Arundhati Jeweller...,4.7,(94 Reviews),Private,"Bhubaneswar,Odisha + 5 more",21 years old,
4107,Winds E World,4.5,(94 Reviews),Public,Kolkata + 12 more,3 years old,51-200 employees (Global)
4108,Envestnet Asset Ma...,3.8,(94 Reviews),Public,"Chicago,Illinois + 1 more",22 years old,1k-5k employees (Global)
4109,ITM Group of Insti...,3.5,(94 Reviews),Private,"Mumbai,Maharashtra + 17 more",30 years old,501-1k employees (Global)
4110,Oncquest Laborator...,3.8,(94 Reviews),Private,"Delhi/NCR,Delhi + 14 more",21 years old,1k-5k employees (Global)
4111,SunMax Auto Engine...,3.2,(94 Reviews),Private,New Delhi + 8 more,17 years old,501-1k employees (Global)
4112,Jain University,3.8,(93 Reviews),Private,Bangalore + 3 more,12 years old,1k-5k employees (Global)
4113,Ginger Hotels,4.3,(93 Reviews),Private,Mumbai + 27 more,18 years old,501-1k employees (India)
4114,Bacardi,4.4,(93 Reviews),Private,"Hamilton,Bermuda + 30 more",159 years old,201-500 employees (India)
4115,WEG,3.7,(93 Reviews),Private,"Tamil Nadu,Karnataka + 4 more",60 years old,10k-50k employees (Global)
4116,Fresenius Medical ...,4.1,(93 Reviews),Public,Bad Homburg + 23 more,25 years old,201-500 employees (India)
4117,SECON Private Limi...,3.7,(93 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",40 years old,1k-5k employees (Global)
4118,Ramoji Film City,3.9,(93 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",25 years old,5k-10k employees (Global)
4119,Ministry of Rural ...,4.3,(93 Reviews),Public,New Delhi + 40 more,47 years old,
4120,YES,3.7,(93 Reviews),Mumbai + 36 more,10k+ employees (Global),,
4121,Calsoft,3.7,(93 Reviews),Private,"San Jose,California + 2 more",23 years old,501-1k employees (Global)
4122,Nippon Koei India,4.6,(93 Reviews),Private,"Delhi/NCR,Delhi + 20 more",13 years old,1k-5k employees (Global)
4123,Kaefer,4.3,(93 Reviews),Private,Bremen + 11 more,103 years old,51-200 employees (India)
4124,Jaguar Land Rover,3.9,(93 Reviews),Private,Coventry + 22 more,13 years old,10k-50k employees (Global)
4125,University of Delh...,4.3,(93 Reviews),Public,"Delhi/NCR,New Delhi + 4 more",99 years old,1k-5k employees (Global)
4126,Aarti Steels,4.0,(93 Reviews),Public,"Ludhiana,Punjab + 3 more",42 years old,1k-5k employees (Global)
4127,Parsvnath Develope...,3.1,(93 Reviews),Public,"Delhi/NCR,Delhi + 13 more",31 years old,1k-5k employees (Global)
4128,Anmol Biscuits,4.1,(93 Reviews),Public,"Kolkata,West Bengal + 23 more",27 years old,1k-5k employees (Global)
4129,Rahee Infratech,4.2,(93 Reviews),Private,"Howrah,West Bengal + 10 more",73 years old,201-500 employees (Global)
4130,Autoline Industrie...,3.8,(93 Reviews),Public,"Pune,Maharashtra + 9 more",18 years old,1k-5k employees (Global)
4131,Allen Solly,4.6,(93 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 26 more",277 years old,501-1k employees (Global)
4132,RedBus,3.8,(93 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",15 years old,501-1k employees (India)
4133,HealthSpring,3.2,(93 Reviews),Private,Mumbai + 11 more,11 years old,201-500 employees (India)
4134,Indorama,4.1,(93 Reviews),Private,Jakarta + 17 more,46 years old,10k-50k employees (Global)
4135,Thirdware Solution...,4.4,(93 Reviews),Private,"Mumbai,Maharashtra",26 years old,1k-5k employees (Global)
4136,Energy Efficiency ...,4.4,(93 Reviews),Private,New Delhi + 25 more,12 years old,501-1k employees (Global)
4137,Festo,4.0,(93 Reviews),Private,"Ludhiana,Punjab + 10 more",35 years old,10k-50k employees (Global)
4138,ANEWA Engineering,4.0,(93 Reviews),"Hyderabad/Secunderabad,Telangana",15 years old,201-500 employees (Global),
4139,TATA MEDICAL CENTE...,3.8,(93 Reviews),Private,"Kolkata,West Bengal",17 years old,501-1k employees (Global)
4140,Livguard Energy Te...,4.2,(93 Reviews),Private,"Gurgaon/Gurugram,Haryana + 30 more",7 years old,1k-5k employees (Global)
4141,Stellar Value Chai...,3.7,(93 Reviews),Private,"Mumbai,Maharashtra + 17 more",5 years old,1k-5k employees (India)
4142,Amps Electrical Fa...,3.3,(93 Reviews),"Bangalore/Bengaluru,Karnataka + 12 more",22 years old,10k-50k employees (Global),
4143,Acg Pam Pharma Tec...,4.1,(93 Reviews),Private,"Mumbai,Maharashtra + 5 more",57 years old,1k-5k employees (Global)
